LineDP,Glance-MD,Glance-EA,Glance-LR
ant-ivy,0.13734848484848478,0.553939393939394,0.3084848484848485,0.07090909090909088
commons-compress,0.06539074960127589,0.5629984051036683,0.1834130781499202,0.04744816586921846
commons-configuration,0.13057692307692306,0.4815384615384615,0.203076923076923,0.044230769230769185
commons-lang,0.15075488454706926,0.4937833037300178,0.2255772646536412,0.09436056838365893
commons-math,0.06410045961917266,0.4868680236375574,0.2357189757058437,0.04222751149047927
commons-net,0.10884353741496597,0.5555555555555556,0.2154195011337868,0.07114512471655325
commons-vfs,0.08593749999999997,0.4713541666666667,0.1510416666666666,0.03190104166666664
giraph,0.051470588235294046,0.5063025210084033,0.2074579831932773,0.040900735294117585
parquet-mr,0.0802469135802469,0.6145404663923183,0.2277091906721536,0.0733882030178326
